id,titulo,orientacion,carrera,resolucion,modalidad,institucion_id
1808,"DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES, MEDICINA CLÍNICA, QUIRÚRGICA, CIENCIAS MÉDICAS BÁSICAS, ÉTICAS, HUMANÍSTICAS Y SOCIALES MÉDICAS Y DISCIPLINAS CIENCIAS SALUD",,"DOCTORADO DE LA U.B.A, ÁREA MEDICINA CLÍNICA, QUIRÚRGICA, CIENCIAS MÉDICAS BÁSICAS, ÉTICAS, HUMANÍSTICAS Y SOCIALES MÉDICAS DISCIPLINAS CIENCIAS SALUD",R.M./80/2017,PRESENCIAL,8
1809,DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES ÁREA QUÍMICA BIOLÓGICA,,DOCTORADO DE LA UNIVERSIDAD DE BUENOS AIRES ÁREA QUÍMICA BIOLÓGICA,R.M./1484/2016,PRESENCIAL,8
1810,"DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES, ÁREA  QUÍMICA INDUSTRIAL",,"DOCTORADO DE LA UNIVERSIDAD DE BUENOS AIRES, ÁREA QUÍMICA INDUSTRIAL",R.M./1696/2016,PRESENCIAL,8
1811,"DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES ÁREA QUÍMICA INORGÁNICA, QUÍMICA ANALÍTICA Y QUÍMICA FÍSICA",,,R.M.0652/11,PRESENCIAL,8
1812,"DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES ÁREA QUÍMICA INORGÁNICA, QUÍMICA ANALÍTICA Y QUÍMICA FÍSICA",,"DOCTORADO DE LA UNIVERSIDAD DE BUENOS AIRES ÁREA QUÍMICA INORGÁNICA, QUÍMICA ANALÍTICA Y QUÍMICA FÍSICA",R.M./1439/2016,PRESENCIAL,8
1813,DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES ÁREA QUÍMICA ORGÁNICA,,DOCTORADO DE LA UNIVERSIDAD DE BUENOS AIRES ÁREA QUÍMICA ORGÁNICA,R.M./2423/2016,PRESENCIAL,8
1814,DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES ÁREA QUÍMICA ORGÁNICA,,,R.M.648/11,PRESENCIAL,8
1815,"DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES, ÁREA URBANISMO",,"DOCTORADO DE LA UNIVERSIDAD DE BUENOS AIRES, ÁREA URBANISMO",R.M./2295/2016,PRESENCIAL,8
1816,DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES EN CIENCIAS BIOLOGICAS,,,R.M.0650/11,PRESENCIAL,8
1817,DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES EN CIENCIAS GEOLOGICAS,,,R.M.0655/11,PRESENCIAL,8
1818,DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES EN CIENCIAS SOCIALES,,,R.M.0764/11,PRESENCIAL,8
1819,DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES EN DERECHO,,"DOCTORADO DE LA UNIVERSIDAD DE BUENOS AIRES, FACULTAD DE DERECHO",R.M./1245/2012 - R.M./1675/2014,PRESENCIAL,8
1820,DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES EN INGENIERIA,,,R.M.1153/11,PRESENCIAL,8
1821,DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES EN PSICOLOGÍA,,DOCTORADO DE LA UNIVERSIDAD DE BUENOS AIRES EN PSICOLOGÍA,R.M./2424/2017,PRESENCIAL,8
1822,DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES EN PSICOLOGÍA,,,R.M.0850/11,PRESENCIAL,8
1823,"DOCTOR DE LA UNIVERSIDAD DE BUENOS AIRES, ORIENTACION CIENCIAS DE LA COMPUTACION",CIENCIAS DE LA COMPUTACION,,R.M.0658/11,PRESENCIAL,8
1824,DR DE LA UNIV DE BS AS EN ÁREAS: BIOQ HUMANA  CS BIOESTRUCT  CS FISIOLOG  CIRUGÍA  ENFERM  FARM  FONAUD,,DOCTORADO DE LA UNIVERSIDAD DE BUENOS AIRES EN LA FACULTAD DE MEDICINA,R.M./4214/2017,PRESENCIAL,8
1825,ESPECIALISTA EN ADMINISTRACIÓN DE ARTES DEL ESPECTÁCULO,,ESPECIALIZACIÓN EN ADMINISTRACIÓN DE ARTES DEL ESPECTÁCULO,R.M./2094/2019,PRESENCIAL,8
1826,ESPECIALISTA EN ADMINISTRACIÓN DE EMPRESAS DE CRISIS,,ESPECIALIZACIÓN EN ADMINISTRACIÓN DE EMPRESAS DE CRISIS,R.M./2813/2019,PRESENCIAL,8
1827,ESPECIALISTA EN ADMINISTRACIÓN DE ENTIDADES SIN FINES DE LUCRO,,ESPECIALIZACIÓN EN ADMINISTRACIÓN DE ENTIDADES SIN FINES DE LUCRO,R.M./63/2015,PRESENCIAL,8
1828,ESPECIALISTA EN ADMINISTRACIÓN DE JUSTICIA,,ESPECIALIZACIÓN EN ADMINISTRACIÓN DE JUSTICIA,R.M./3551/2017,PRESENCIAL,8
1829,ESPECIALISTA EN ADMINISTRACIÓN DE JUSTICIA,,,R.M.0766/11,PRESENCIAL,8
1830,"ESPECIALISTA EN ADMINISTRACIÓN DE ORGANIZACIONES DEL SECTOR CULTURAL Y CREATIVO CON ORIENTACIÓN EN ARTES ESCÉNICAS, EN EMPRENDIMIENTOS AUDIOVISUALES O EN PATRIMONIO Y ARTES VISUALES.","ARTES ESCÉNICAS, EN EMPRENDIMIENTOS AUDIOVISUALES O EN PATRIMONIO Y ARTES VISUALES.",ESPECIALIZACIÓN EN ADMINISTRACIÓN DE ORGANIZACIONES DEL SECTOR CULTURAL Y CREATIVO,R.M./3677/2017,PRESENCIAL,8
1831,ESPECIALISTA EN ADMINISTRACION DE ORGANIZACIONES FINANCIERAS,,ESPECIALIZACIÓN EN ADMINISTRACIÓN DE ORGANIZACIONES FINANCIERAS,R.M.0166/11 - R.M./307/2013,PRESENCIAL,8
1832,ESPECIALISTA EN ADMINISTRACIÓN DE ORGANIZACIONES SOCIALES,,ESPECIALIZACIÓN EN ADMINISTRACIÓN DE ORGANIZACIONES SOCIALES,R.M./3382/2017,PRESENCIAL,8
1833,ESPECIALISTA EN ADMINISTRACION FINANCIERA,,ESPECIALIZACIÓN EN ADMINISTRACIÓN FINANCIERA,R.M.0634/11 - R.M./695/2013,PRESENCIAL,8
1834,ESPECIALISTA EN ADMINISTRACIÓN FINANCIERA DEL SECTOR PÚBLICO,,ESPECIALIZACIÓN EN ADMINISTRACIÓN FINANCIERA DEL SECTOR PÚBLICO,R.M./1457/2014 - R.M./2160/2013,PRESENCIAL,8
1835,ESPECIALISTA EN AGRONEGOCIOS Y ALIMENTOS,,ESPECIALIZACIÓN EN AGRONEGOCIOS Y ALIMENTOS,R.M./101/2013 - R.M./4105/2017,PRESENCIAL,8
1836,ESPECIALISTA EN ANATOMIA PATOLOGICA BUCAL,,,R.M.0640/11,PRESENCIAL,8
1837,ESPECIALISTA EN APLICACIONES TECNOLOGICAS DE LA ENERGIA NUCLEAR,,,R.M.0175/11,PRESENCIAL,8
1838,ESPECIALISTA EN ASESORÍA JURÍDICA DE EMPRESAS,,ESPECIALIZACIÓN EN ASESORÍA JURÍDICA DE EMPRESAS,R.M./2712/2017,PRESENCIAL,8
1839,ESPECIALISTA EN ASESORÍA JURÍDICA DE EMPRESAS,,,R.M.0964/11,PRESENCIAL,8
1840,"ESPECIALISTA EN AUDITORÍA KINEFISIÁTRICA, CON MENCIÓN DEL TÍTULO DE GRADO",,ESPECIALIZACIÓN EN AUDITORÍA KINEFISIÁTRICA,R.M./464/2016,PRESENCIAL,8
1841,ESPECIALISTA EN AUTOMATIZACIÓN INDUSTRIAL,,ESPECIALIZACIÓN EN AUTOMATIZACIÓN INDUSTRIAL,R.M./2018/2017,PRESENCIAL,8
1842,ESPECIALISTA EN BIODISEÑO Y PRODUCTOS MECATRÓNICOS,,ESPECIALIZACIÓN EN BIODISEÑO Y PRODUCTOS MECATRÓNICOS,R.M./399/2014 - R.M./1434/2018,PRESENCIAL,8
1843,ESPECIALISTA EN BIOQUÍMICA CLÍNICA ÁREA BACTERIOLOGÍA,,"ESPECIALIZACIÓN EN BIOQUÍMICA CLÍNICA, ÁREA BACTERIOLOGÍA CLÍNICA",R.M./1199/2018,PRESENCIAL,8
1844,ESPECIALISTA EN BIOQUIMICA CLINICA AREA BACTERIOLOGIA CLINICA,,,R.M.0945/11,PRESENCIAL,8
1845,"ESPECIALISTA EN BIOQUÍMICA CLÍNICA, ÁREA BACTERIOLOGÍA CLÍNICA",,"ESPECIALIZACIÓN EN BIOQUÍMICA CLÍNICA, ÁREA BACTERIOLOGÍA CLÍNICA",R.M./304/2020,PRESENCIAL,8
1846,ESPECIALISTA EN BIOQUIMICA CLINICA - AREA CITOLOGIA,,,R.M./0519/2012,PRESENCIAL,8
1847,"ESPECIALISTA EN BIOQUÍMICA CLÍNICA, ÁREA CITOLOGÍA",,"ESPECIALIZACIÓN EN BIOQUÍMICA CLÍNICA, ÁREA CITOLOGÍA",R.M./1194/2018,PRESENCIAL,8
1848,"ESPECIALISTA EN BIOQUÍMICA CLÍNICA, ÁREA CITOLOGÍA",,"ESPECIALIZACIÓN EN BIOQUÍMICA CLÍNICA, ÁREA CITOLOGÍA",R.M./964/2020,PRESENCIAL,8
1849,ESPECIALISTA EN BIOQUÍMICA CLÍNICA ÁREA ENDOCRINOLOGÍA,,"ESPECIALIZACIÓN EN BIOQUÍMICA CLÍNICA, ÁREA ENDOCRINOLOGÍA",R.M.0643/11 - R.M./1581/2014,PRESENCIAL,8
1850,ESPECIALISTA EN BIOQUIMICA CLINICA AREA HEMATOLOGIA,,,R.M./1238/2012,PRESENCIAL,8
1851,"ESPECIALISTA EN BIOQUÍMICA CLÍNICA, ÁREA HEMATOLOGÍA",,"ESPECIALIZACIÓN EN BIOQUÍMICA CLÍNICA, ÁREA HEMATOLOGÍA",R.M./2311/2019,PRESENCIAL,8
1852,"ESPECIALISTA EN BIOQUÍMICA CLÍNICA, ÁREA QUÍMICA CLÍNICA",,,R.M./0803/2012,PRESENCIAL,8
1853,"ESPECIALISTA EN BIOQUÍMICA CLÍNICA, ÁREA QUÍMICA CLÍNICA",,"ESPECIALIZACIÓN EN BIOQUÍMICA CLÍNICA, ÁREA QUÍMICA CLÍNICA",R.M./1626/2018,PRESENCIAL,8
1854,ESPECIALISTA EN BIOQUÍMICA CLÍNICA EN EL ÁREA DE HEMATOLOGÍA,,"ESPECIALIZACIÓN EN BIOQUÍMICA CLÍNICA, ÁREA HEMATOLOGÍA",R.M./2157/2019,PRESENCIAL,8
1855,ESPECIALISTA EN BIOTECNOLOGÍA BIOQUÍMICO FARMACÉUTICA,,ESPECIALIZACIÓN EN BIOTECNOLOGÍA BIOQUÍMICO FARMACÉUTICA,R.M./1576/2020,PRESENCIAL,8
1856,ESPECIALISTA EN BIOTECNOLOGÍA INDUSTRIAL,,ESPECIALIZACIÓN EN BIOTECNOLOGÍA INDUSTRIAL,R.M./3591/2017,PRESENCIAL,8
1857,ESPECIALISTA EN BROMATOLOGIA Y TECNOLOGIA DE ALIMENTOS,,,R.M.0963/11,PRESENCIAL,8
1858,ESPECIALISTA EN BROMATOLOGÍA Y TECNOLOGÍA DE ALIMENTOS,,MAESTRÍA EN BROMATOLOGÍA Y TECNOLOGÍA DE LA INDUSTRIALIZACIÓN DE ALIMENTOS,R.M.0196/11 - R.M.1480/11 - R.M./1032/2014 - R.M./3338/2017,PRESENCIAL,8
1859,ESPECIALISTA EN CARDIOLOGÍA CLÍNICA VETERINARIA,,ESPECIALIZACIÓN EN CARDIOLOGÍA CLÍNICA VETERINARIA,R.M./3173/2015 - R.M./3295/2019,PRESENCIAL,8
1860,ESPECIALISTA EN CIENCIAS QUIMICAS Y AMBIENTE,,,R.M.0637/11,PRESENCIAL,8
1861,ESPECIALISTA EN CIRUGÍA DE CABEZA Y CUELLO,,ESPECIALIZACIÓN EN CIRUGÍA DE CABEZA Y CUELLO,R.M./3734/2017,PRESENCIAL,8
1862,ESPECIALISTA EN CIRUGÍA DE GRANDES ANIMALES,,ESPECIALIZACIÓN EN CIRUGÍA DE GRANDES ANIMALES,R.M./463/2018,PRESENCIAL,8
1863,ESPECIALISTA EN CIRUGÍA DE PEQUEÑOS ANIMALES,,ESPECIALIZACIÓN EN CIRUGÍA DE PEQUEÑOS ANIMALES,R.M.0188/11 - R.M./406/2015,PRESENCIAL,8
1864,ESPECIALISTA EN CIRUGÍA DE PEQUEÑOS ANIMALES,,ESPECIALIZACIÓN EN CIRUGÍA DE PEQUEÑOS ANIMALES,R.M./2691/2019,PRESENCIAL,8
1865,ESPECIALISTA EN CLÍNICA MÉDICA DE PEQUEÑOS ANIMALES,,ESPECIALIZACIÓN EN CLÍNICA MÉDICA DE PEQUEÑOS ANIMALES,R.M./1986/2013 - R.M./3995/2017,PRESENCIAL,8
1866,ESPECIALISTA EN COMUNICACIÓN PÚBLICA DE LA CIENCIA Y LA TECNOLOGÍA,,ESPECIALIZACIÓN EN COMUNICACIÓN PÚBLICA DE LA CIENCIA Y LA TECNOLOGÍA,R.M./421/2021,PRESENCIAL,8
1867,ESPECIALISTA EN CONSERVACIÓN Y REHABILITACIÓN DEL PATRIMONIO ARQUITECTÓNICO,,ESPECIALIZACIÓN EN CONSERVACIÓN Y REHABILITACIÓN DEL PATRIMONIO ARQUITECTÓNICO,R.M./1107/2018,PRESENCIAL,8
1868,ESPECIALISTA EN CONTROL Y GESTION ESTRATEGICA DE COSTOS,,,R.M./1224/2012,PRESENCIAL,8
1869,ESPECIALISTA EN COSTOS Y GESTIÓN EMPRESARIAL,,ESPECIALIZACIÓN EN COSTOS Y GESTIÓN EMPRESARIAL,R.M./2685/2017,PRESENCIAL,8
1870,ESPECIALISTA EN CULTIVOS DE GRANOS,,ESPECIALIZACIÓN EN CULTIVOS DE GRANOS,R.M.0639/11 - R.M./267/2015,PRESENCIAL,8
1871,ESPECIALISTA EN DERECHO ADMINISTRATIVO,,,R.M.1699/10,PRESENCIAL,8
1872,ESPECIALISTA EN DERECHO ADMINISTRATIVO Y ADMINISTRACIÓN PÚBLICA,,ESPECIALIZACIÓN EN DERECHO ADMINISTRATIVO Y ADMINISTRACIÓN PÚBLICA,R.M./1695/2013,PRESENCIAL,8
1873,ESPECIALISTA EN DERECHO ADMINISTRATIVO Y ADMINISTRACIÓN PÚBLICA,,ESPECIALIZACIÓN EN DERECHO ADMINISTRATIVO Y ADMINISTRACIÓN PÚBLICA,R.M./3543/2017,PRESENCIAL,8
1874,ESPECIALISTA EN DERECHO AMBIENTAL,,ESPECIALIZACIÓN EN DERECHO AMBIENTAL,R.M./537/2013,PRESENCIAL,8
1875,ESPECIALISTA EN DERECHO BANCARIO,,,R.M.0144/11,PRESENCIAL,8
1876,ESPECIALISTA EN DERECHO CONSTITUCIONAL,,ESPECIALIZACIÓN EN DERECHO CONSTITUCIONAL,R.M./2748/2017,PRESENCIAL,8
1877,ESPECIALISTA EN DERECHO DE DAÑOS,,ESPECIALIZACIÓN EN DERECHO DE DAÑOS,R.M./758/2013,PRESENCIAL,8
1878,ESPECIALISTA EN DERECHO DE FAMILIA,,ESPECIALIZACIÓN EN DERECHO DE FAMILIA,R.M.0192/11 - R.M./1134/2013,PRESENCIAL,8
1879,ESPECIALISTA EN DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS,,ESPECIALIZACIÓN EN DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS,R.M./3604/2017,PRESENCIAL,8
1880,ESPECIALISTA EN DERECHO LABORAL,,ESPECIALIZACIÓN EN DERECHO LABORAL,R.M./68/2018,PRESENCIAL,8
1881,ESPECIALISTA EN DERECHO LABORAL,,,R.M.0176/11,PRESENCIAL,8
1882,ESPECIALISTA EN DERECHO PENAL,,,R.M.0191/11,PRESENCIAL,8
1883,ESPECIALISTA EN DERECHO PENAL,,ESPECIALIZACIÓN EN DERECHO PENAL,R.M./3458/2017,PRESENCIAL,8
1884,ESPECIALISTA EN DERECHO PROCESAL CIVIL,,ESPECIALIZACIÓN EN DERECHO PROCESAL CIVIL,R.M./2864/2017,PRESENCIAL,8
1885,ESPECIALISTA EN DERECHO TRIBUTARIO,,,R.M.0193/11,PRESENCIAL,8
1886,ESPECIALISTA EN DERECHO Y POLÍTICA DE LOS RECURSOS NATURALES Y DEL AMBIENTE,,ESPECIALIZACIÓN EN DERECHO Y POLÍTICA DE LOS RECURSOS NATURALES Y DEL AMBIENTE,R.M./2821/2017,PRESENCIAL,8
1887,ESPECIALISTA EN DESARROLLO GALÉNICO Y PRODUCCIÓN FARMACÉUTICA,,ESPECIALIZACIÓN EN DESARROLLO GALÉNICO Y PRODUCCIÓN FARMACÉUTICA,R.M./1405/2016,PRESENCIAL,8
1888,ESPECIALISTA EN DESARROLLO RURAL,,CARRERA DE ESPECIALIZACIÓN EN DESARROLLO RURAL,R.M./609/2017,PRESENCIAL,8
1889,ESPECIALISTA EN DESARROLLO RURAL,,,R.M.0738/04,PRESENCIAL,8
1890,ESPECIALISTA EN DIAGNÓSTICO POR IMÁGENES BUCO-MÁXILO-FACIAL,,ESPECIALIZACIÓN EN DIAGNÓSTICO POR IMÁGENES BUCO-MÁXILO-FACIAL,R.M./2167/2019,PRESENCIAL,8
1891,ESPECIALISTA EN DIDÁCTICA,,ESPECIALIZACIÓN EN DIDÁCTICA,R.M./3123/2015,PRESENCIAL,8
1892,ESPECIALISTA EN DIRECCIÓN DE PROYECTOS,,ESPECIALIZACIÓN EN DIRECCIÓN DE PROYECTOS,R.M./1550/2016,PRESENCIAL,8
1893,ESPECIALISTA EN DIRECCIÓN ESTRATÉGICA DE MARKETING,,ESPECIALIZACIÓN EN DIRECCIÓN Y GESTIÓN DE MARKETING Y ESTRATEGIA COMPETITIVA,R.M./2103/2012 - R.M./2973/2017,PRESENCIAL,8
1894,ESPECIALISTA EN DIRECCION ESTRATEGICA DE RECURSOS HUMANOS,,,R.M.0678/11,PRESENCIAL,8
1895,ESPECIALISTA EN DIRECCIÓN ESTRATÉGICA DE RECURSOS HUMANOS,,ESPECIALIZACIÓN EN DIRECCIÓN ESTRATÉGICA DE RECURSOS HUMANOS,R.M./2944/2019,PRESENCIAL,8
1896,ESPECIALISTA EN DIRECCIÓN Y GESTIÓN DE LAS PEQUEÑAS Y MEDIANAS EMPRESAS (PYMES),,ESPECIALIZACIÓN EN DIRECCIÓN Y GESTIÓN DE LAS PEQUEÑAS Y MEDIANAS EMPRESAS (PYMES),R.M./2082/2017,PRESENCIAL,8
1897,ESPECIALISTA EN DISEÑO DE MOBILIARIO,,ESPECIALIZACIÓN EN DISEÑO DE MOBILIARIO,R.M./2850/2015,PRESENCIAL,8
1898,ESPECIALISTA EN DISEÑO MOBILIARIO,,,R.M.1846/10,PRESENCIAL,8
1899,ESPECIALISTA EN DISEÑO Y GESTIÓN DE MARCAS,,ESPECIALIZACIÓN EN DISEÑO Y GESTIÓN DE MARCAS,R.M./3812/2019,PRESENCIAL,8
1900,ESPECIALISTA EN DOCENCIA UNIVERSITARIA CON ORIENTACION EN CIENCIAS VETERINARIAS Y BIOLOGICAS,CIENCIAS VETERINARIAS Y BIOLOGICAS,,R.M.2096/10,PRESENCIAL,8
1901,ESPECIALISTA EN DOCENCIA UNIVERSITARIA EN CIENCIAS ECONÓMICAS,,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA PARA CIENCIAS ECONÓMICAS,R.M./542/2013 - R.M./272/2019,PRESENCIAL,8
1902,ESPECIALISTA EN DOCENCIA UNIVERSITARIA PARA CIENCIAS VETERINARIAS Y BIOLÓGICAS,,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA PARA CIENCIAS VETERINARIAS Y BIOLÓGICAS,R.M./2922/2015,PRESENCIAL,8
1903,ESPECIALISTA EN ECONOMÍA SOCIAL Y DESARROLLO LOCAL,,ESPECIALIZACIÓN EN ECONOMÍA SOCIAL Y DESARROLLO LOCAL,R.M./137/2019,PRESENCIAL,8
1904,ESPECIALISTA EN EDUCACION INFANTIL,,,R.M.0955/11,PRESENCIAL,8
1905,ESPECIALISTA EN ELABORACIÓN DE NORMAS JURÍDICAS,,ESPECIALIZACIÓN EN ELABORACIÓN DE NORMAS JURÍDICAS,R.M./1753/2015,PRESENCIAL,8
1906,ESPECIALISTA EN EMERGENTOLOGÍA,,MÉDICO ESPECIALISTA EN EMERGENTOLOGÍA,R.M./2106/2020,PRESENCIAL,8
1907,ESPECIALISTA EN ENDODONCIA,,ESPECIALIZACIÓN EN ENDODONCIA,R.M./2954/2015 - R.M./1264/2018,PRESENCIAL,8
1908,ESPECIALISTA EN ESTADÍSTICA,,ESPECIALIZACIÓN EN ESTADÍSTICA,R.M./2077/2016 - R.M./889/2018,PRESENCIAL,8
1909,ESPECIALISTA EN ESTADÍSTICA PARA CIENCIAS DE LA SALUD,,ESPECIALIZACIÓN EN ESTADÍSTICA PARA CIENCIAS DE LA SALUD,R.M./4583/2017,PRESENCIAL,8
1910,ESPECIALISTA EN ESTRUCTURA JURÍDICO - ECONÓMICA DE LA REGULACIÓN ENERGÉTICA,,ESPECIALIZACIÓN EN ESTRUCTURA JURÍDICO - ECONÓMICA DE LA REGULACIÓN ENERGÉTICA,R.M./2156/2013 - R.M./3881/2017,PRESENCIAL,8
1911,ESPECIALISTA EN EVALUACIÓN PSICOLÓGICA,,ESPECIALIZACIÓN EN EVALUACIÓN PSICOLÓGICA,R.M./3113/2015,PRESENCIAL,8
1912,ESPECIALISTA EN EVALUACIÓN Y ESTUDIO DE IMPACTO ARQUEOLÓGICO,,CARRERA DE ESPECIALIZACIÓN EN EVALUACIÓN Y ESTUDIO DE IMPACTO ARQUEOLÓGICO,R.M./781/2021,PRESENCIAL,8
1913,ESPECIALISTA EN EXPLOTACIÓN DE DATOS Y DESCUBRIMIENTO DE CONOCIMIENTO,,ESPECIALIZACIÓN EN EXPLOTACIÓN DE DATOS Y DESCUBRIMIENTO DE CONOCIMIENTO,R.M./2988/2015,PRESENCIAL,8
1914,ESPECIALISTA EN FERTILIDAD DEL SUELO Y FERTILIZACION,,,R.M.0154/11,PRESENCIAL,8
1915,ESPECIALISTA EN FERTILIDAD DE SUELOS Y FERTILIZACIÓN,,ESPECIALIZACIÓN EN FERTILIDAD DE SUELOS Y FERTILIZACIÓN,R.M./1111/2017,PRESENCIAL,8
1916,ESPECIALISTA EN FONOESTOMATOLOGÍA,,ESPECIALIZACIÓN EN FONOESTOMATOLOGÍA,R.M./586/2016,PRESENCIAL,8
1917,ESPECIALISTA EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS AGROPECUARIOS Y AGROINDUSTRIALES,,ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS AGROPECUARIOS Y AGROINDUSTRIALES,R.M./1477/2016,PRESENCIAL,8
1918,ESPECIALISTA EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS AGROPECUARIOS Y AGROINDUSTRIALES,,,R.M.0844/04,PRESENCIAL,8
1919,ESPECIALISTA EN GAS NATURAL,,ESPECIALIZACIÓN EN GAS,R.M./2640/2015 - R.M./3733/2017,PRESENCIAL,8
1920,ESPECIALISTA EN GEOLOGÍA MINERA,,ESPECIALIZACIÓN EN GEOLOGÍA MINERA,R.M./4142/2017,PRESENCIAL,8
1921,ESPECIALISTA EN GERENCIAMIENTO Y DIRECCIÓN DE PROYECTOS Y OBRAS,,ESPECIALIZACIÓN EN GERENCIAMIENTO Y DIRECCIÓN DE PROYECTOS Y OBRAS,R.M./1258/2019,PRESENCIAL,8
1922,ESPECIALISTA EN GESTION AMBIENTAL EN SISTEMAS AGROALIMENTARIOS,,ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL EN SISTEMAS AGROALIMENTARIOS,R.M./890/2016,PRESENCIAL,8
1923,ESPECIALISTA EN GESTION AMBIENTAL EN SISTEMAS AGROALIMENTARIOS,,,R.M.0638/11,PRESENCIAL,8
1924,ESPECIALISTA EN GESTIÓN AMBIENTAL METROPOLITANA,,ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL METROPOLITANA,R.M./2559/2018,PRESENCIAL,8
1925,ESPECIALISTA EN GESTIÓN AMBIENTAL METROPOLITANA,,,R.M.1896/10,PRESENCIAL,8
1926,ESPECIALISTA EN GESTIÓN CULTURAL,,ESPECIALIZACIÓN EN GESTIÓN CULTURAL,R.M./1635/2018,PRESENCIAL,8
1927,ESPECIALISTA EN GESTIÓN DE LA CADENA DE VALOR DE LA CARNE BOVINA,,CARRERA DE ESPECIALIZACIÓN EN GESTIÓN DE LA CADENA DE VALOR DE LA CARNE BOVINA,R.M./2056/2016,PRESENCIAL,8
1928,ESPECIALISTA EN GESTIÓN DE LA CADENA DE VALOR DE LA CARNE BOVINA,,ESPECIALIZACIÓN EN GESTIÓN DE LA CADENA DE VALOR DE LA CARNE BOVINA,R.M./3897/2017,PRESENCIAL,8
1929,ESPECIALISTA EN GESTIÓN DE LA PEQUEÑA Y MEDIANA EMPRESA,,,R.M.0630/11,PRESENCIAL,8
1930,ESPECIALISTA EN GESTION DE LAS PEQUEÑAS Y MEDIANAS EMPRESAS (PYMES),,ESPECIALIZACIÓN EN LA GESTIÓN DE LAS PEQUEÑAS Y MEDIANAS EMPRESAS (PYMES),R.M./0737/2013 - R.M./739/2013,PRESENCIAL,8
1931,ESPECIALISTA EN GESTIÓN DEL PATRIMONIO CULTURAL,,ESPECIALIZACIÓN EN GESTIÓN DEL PATRIMONIO CULTURAL,R.M./289/2018,PRESENCIAL,8
1932,ESPECIALISTA EN GESTIÓN DE RECURSOS HUMANOS,,,R.M.1083/11,PRESENCIAL,8
1933,ESPECIALISTA EN GESTIÓN EMPRESARIA DEL COMERCIO EXTERIOR Y DE LA INTEGRACIÓN,,ESPECIALIZACIÓN EN GESTIÓN EMPRESARIA DEL COMERCIO EXTERIOR Y DE LA INTEGRACIÓN,R.M.0957/11 - R.M./422/2013,PRESENCIAL,8
1934,ESPECIALISTA EN GESTIÓN ESTRATÉGICA DE DISEÑO,,ESPECIALIZACIÓN EN GESTIÓN ESTRATÉGICA DE DISEÑO,R.M./620/2017,PRESENCIAL,8
1935,ESPECIALISTA EN GESTIÓN ESTRATÉGICA DE MARKETING DIGITAL Y NEGOCIOS POR INTERNET,,ESPECIALIZACIÓN EN GESTIÓN ESTRATÉGICA DE MARKETING DIGITAL Y NEGOCIOS POR INTERNET,R.M./1745/2016,PRESENCIAL,8
1936,ESPECIALISTA EN GESTIÓN ESTRATÉGICA DE SISTEMAS Y TECNOLOGÍAS DE LA INFORMACIÓN,,ESPECIALIZACIÓN EN GESTIÓN ESTRATÉGICA DE SISTEMAS Y TECNOLOGÍAS DE LA INFORMACIÓN,EN TRAMITE,PRESENCIAL,8
1937,ESPECIALISTA EN GESTIÓN PÚBLICA,,ESPECIALIZACIÓN EN GESTIÓN PÚBLICA,R.M./3875/2017,PRESENCIAL,8
1938,ESPECIALISTA EN GESTIÓN PÚBLICA POR RESULTADOS,,ESPECIALIZACIÓN EN GESTIÓN PÚBLICA POR RESULTADOS,R.M./2952/2017,PRESENCIAL,8
1939,ESPECIALISTA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,,ESPECIALIZACIÓN EN HIGIENE Y SEGURIDAD EN EL TRABAJO,R.M./2677/2016 - R.M./1247/2012,PRESENCIAL,8
1940,ESPECIALISTA EN HIGIENE Y SEGURIDAD EN EL TRABAJO AGRARIO,,ESPECIALIZACIÓN EN HIGIENE Y SEGURIDAD EN EL TRABAJO AGRARIO,R.M./1215/2016,PRESENCIAL,8
1941,ESPECIALISTA EN HIGIENE Y SEGURIDAD EN EL TRABAJO AGRARIO,,,R.M.0150/11,PRESENCIAL,8
